Age,Attrition,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,0,526,Cardiology,1,2,Marketing,1,2,Female,92,3,3,Nurse,1,Divorced,10453,1,No,25,4,3,80,3,24,2,3,24,13,15,7
38,0,1380,Maternity,9,2,Life Sciences,1,3,Female,75,3,1,Nurse,4,Single,2288,1,No,12,3,3,80,0,2,3,3,2,2,2,1
31,0,140,Maternity,12,1,Medical,1,3,Female,95,3,1,Other,4,Married,3929,8,Yes,23,4,3,80,1,7,0,3,4,2,0,2
34,0,629,Maternity,27,2,Medical,1,4,Female,95,3,1,Other,2,Single,2311,2,No,15,3,4,80,0,9,3,3,3,2,1,2
41,1,1356,Cardiology,20,2,Marketing,1,2,Female,70,3,1,Other,2,Single,3140,1,Yes,22,4,4,80,0,4,5,2,4,3,0,2
50,0,328,Maternity,1,3,Medical,1,3,Male,86,2,1,Nurse,3,Married,3690,2,No,15,3,4,80,1,5,2,2,3,2,0,2
53,0,1084,Maternity,13,2,Medical,1,4,Female,57,4,2,Therapist,1,Divorced,4450,1,No,11,3,3,80,2,5,3,3,4,2,1,3
33,0,931,Maternity,14,3,Medical,1,4,Female,72,3,1,Other,2,Married,2756,1,No,13,3,4,80,1,8,5,3,8,7,1,6
40,0,989,Neurology,4,1,Medical,1,4,Female,46,3,5,Other,3,Married,19033,1,No,14,3,2,80,1,21,2,3,20,8,9,9
55,0,692,Neurology,14,4,Medical,1,3,Male,61,4,5,Other,2,Single,18722,8,No,11,3,4,80,0,36,3,3,24,15,2,15
34,0,1069,Neurology,2,1,Life Sciences,1,4,Male,45,2,2,Therapist,3,Married,9547,1,No,17,3,3,80,0,10,2,2,10,9,1,9
51,0,313,Maternity,3,3,Medical,1,4,Female,98,3,4,Nurse,2,Single,13734,3,No,18,3,3,80,0,21,6,3,7,7,1,0
52,0,699,Neurology,1,4,Life Sciences,1,3,Male,65,2,5,Other,3,Married,19999,0,No,14,3,1,80,1,34,5,3,33,18,11,9
27,0,894,Maternity,9,3,Medical,1,4,Female,99,3,1,Other,2,Single,2279,1,No,16,3,4,80,0,7,2,2,7,7,0,3
35,1,556,Maternity,23,2,Life Sciences,1,2,Male,50,2,2,Therapist,3,Married,5916,3,Yes,13,3,1,80,0,8,1,3,1,0,0,1
43,0,1344,Maternity,7,3,Medical,1,4,Male,37,4,1,Other,4,Divorced,2089,4,No,14,3,4,80,3,7,3,4,5,4,2,2
45,0,1195,Neurology,2,2,Medical,1,1,Male,65,2,4,Other,4,Married,16792,9,No,23,4,4,80,1,22,1,3,20,8,11,8
37,0,290,Maternity,21,3,Life Sciences,1,2,Male,65,4,1,Other,1,Married,3564,1,Yes,12,3,1,80,1,8,3,2,8,7,1,7
35,0,138,Maternity,2,3,Medical,1,2,Female,37,3,2,Nurse,2,Single,4425,5,No,11,3,4,80,0,10,5,3,6,2,1,2
42,0,926,Maternity,21,2,Medical,1,3,Female,36,3,2,Therapist,3,Divorced,5265,2,No,16,3,2,80,1,11,5,3,5,3,0,2
38,0,1261,Neurology,2,4,Life Sciences,1,4,Male,88,3,2,Therapist,3,Married,6553,9,No,14,3,2,80,0,14,3,3,1,0,0,0
38,0,1084,Maternity,29,3,Technical Degree,1,4,Male,54,3,2,Therapist,4,Married,6261,3,No,18,3,1,80,1,9,3,1,7,7,1,7
27,0,472,Neurology,1,1,Technical Degree,1,3,Male,60,2,2,Therapist,1,Married,4298,5,No,19,3,3,80,1,6,1,3,2,2,2,0
49,0,1002,Maternity,18,4,Life Sciences,1,4,Male,92,3,2,Therapist,4,Divorced,6804,1,Yes,15,3,1,80,2,7,0,3,7,7,1,7
34,0,878,Maternity,10,4,Medical,1,4,Male,43,3,1,Other,3,Divorced,3815,1,Yes,17,3,4,80,1,5,4,4,5,3,2,0
40,0,905,Maternity,19,2,Medical,1,3,Male,99,3,2,Nurse,4,Married,2741,8,Yes,15,3,3,80,1,15,2,4,7,2,3,7
38,1,1180,Maternity,29,1,Medical,1,2,Male,70,3,2,Nurse,1,Married,6673,7,Yes,19,3,2,80,0,17,2,3,1,0,0,0
29,0,121,Cardiology,27,3,Marketing,1,2,Female,35,3,3,Nurse,4,Married,7639,1,No,22,4,4,80,3,10,3,2,10,4,1,9
22,0,1136,Maternity,5,3,Life Sciences,1,4,Male,60,4,1,Other,2,Divorced,2328,1,Yes,16,3,1,80,1,4,2,2,4,2,2,2
36,0,635,Maternity,18,1,Medical,1,2,Female,73,3,1,Nurse,4,Single,2153,1,No,13,3,1,80,0,8,2,3,8,1,1,7
40,0,1151,Maternity,9,5,Life Sciences,1,4,Male,63,2,2,Nurse,4,Married,4876,9,No,14,3,4,80,1,5,5,1,3,2,0,2
46,0,644,Maternity,1,4,Medical,1,4,Male,97,3,3,Nurse,1,Divorced,9396,7,No,16,3,3,80,1,17,3,3,4,2,0,3
32,0,1045,Cardiology,4,4,Medical,1,4,Male,32,1,3,Nurse,4,Married,10400,1,No,11,3,3,80,0,14,2,2,14,8,9,8
30,0,829,Neurology,1,1,Life Sciences,1,3,Male,88,2,3,Therapist,3,Single,8474,1,No,22,4,3,80,0,12,2,3,11,8,5,8
27,0,1242,Cardiology,20,3,Life Sciences,1,4,Female,90,3,2,Nurse,3,Single,9981,1,No,14,3,4,80,0,7,2,3,7,7,0,7
51,0,1469,Neurology,8,4,Life Sciences,1,2,Male,81,2,3,Other,2,Married,12490,5,No,16,3,4,80,2,16,5,1,10,9,4,7
30,1,1005,Maternity,3,3,Technical Degree,1,4,Female,88,3,1,Other,1,Single,2657,5,Yes,11,3,3,80,0,8,5,3,5,2,0,4
41,0,896,Cardiology,6,3,Life Sciences,1,4,Female,75,3,3,Administrative,4,Single,13591,3,Yes,18,3,3,80,0,16,3,3,1,0,0,0
30,1,334,Cardiology,26,4,Marketing,1,3,Female,52,2,2,Nurse,1,Single,6696,5,No,15,3,3,80,0,9,5,2,6,3,0,1
29,0,992,Maternity,1,3,Technical Degree,1,3,Male,85,3,1,Other,3,Single,2058,0,No,14,3,4,80,0,7,1,2,6,2,1,5
45,0,1052,Cardiology,6,3,Medical,1,4,Female,57,2,3,Nurse,4,Single,8865,6,No,12,3,4,80,0,23,2,3,19,7,12,8
54,0,1147,Cardiology,3,3,Marketing,1,4,Female,52,3,2,Nurse,1,Married,5940,2,No,14,3,4,80,1,16,4,3,6,2,0,5
36,0,1396,Maternity,5,2,Life Sciences,1,4,Male,62,3,2,Nurse,2,Single,5914,8,No,16,3,4,80,0,16,3,4,13,11,3,7
33,0,147,Maternity,4,4,Medical,1,3,Female,47,2,1,Other,2,Married,2622,6,No,21,4,4,80,0,7,3,3,3,2,1,1
37,0,663,Neurology,11,3,Other,1,2,Male,47,3,3,Other,4,Divorced,12185,1,Yes,14,3,3,80,3,10,1,3,10,8,0,7
38,0,119,Cardiology,3,3,Life Sciences,1,1,Male,76,3,3,Nurse,3,Divorced,10609,0,No,12,3,3,80,2,17,6,2,16,10,5,13
31,0,979,Neurology,1,4,Medical,1,3,Male,90,1,2,Therapist,3,Married,4345,0,No,12,3,4,80,1,6,2,3,5,4,1,4
59,0,142,Maternity,3,3,Life Sciences,1,3,Male,70,2,1,Other,4,Married,2177,3,No,17,3,1,80,1,7,6,3,1,0,0,0
37,0,319,Cardiology,4,4,Marketing,1,1,Male,41,3,1,Other,4,Divorced,2793,4,No,17,3,3,80,1,13,2,3,9,8,5,8
29,0,1413,Cardiology,1,1,Medical,1,2,Female,42,3,3,Nurse,4,Married,7918,1,No,14,3,4,80,1,11,5,3,11,10,4,1
35,0,944,Cardiology,1,3,Marketing,1,3,Female,92,3,3,Nurse,3,Single,8789,1,No,14,3,1,80,0,10,3,4,10,7,0,8
29,1,896,Maternity,18,1,Medical,1,3,Male,86,2,1,Other,4,Single,2389,1,Yes,13,3,3,80,0,4,3,2,4,3,0,1
52,0,1323,Maternity,2,3,Life Sciences,1,3,Female,89,2,1,Nurse,4,Single,3212,7,No,15,3,2,80,0,6,3,2,2,2,2,2
42,0,532,Neurology,4,2,Technical Degree,1,3,Male,58,3,5,Other,4,Married,19232,1,No,11,3,4,80,0,22,3,3,22,17,11,15
59,0,818,Neurology,6,2,Medical,1,2,Male,52,3,1,Other,3,Married,2267,8,No,17,3,4,80,0,7,2,2,2,2,2,2
50,0,854,Cardiology,1,4,Medical,1,4,Female,68,3,5,Administrative,4,Divorced,19517,3,No,11,3,3,80,1,32,3,2,7,0,0,6
33,1,813,Maternity,14,3,Medical,1,3,Male,58,3,1,Nurse,4,Married,2436,5,Yes,13,3,3,80,1,8,2,1,5,4,0,4
43,0,1034,Cardiology,16,3,Marketing,1,4,Female,80,3,4,Administrative,4,Married,16064,5,Yes,22,4,3,80,1,22,3,3,17,13,1,9
33,1,465,Maternity,2,2,Life Sciences,1,1,Female,39,3,1,Nurse,1,Married,2707,7,No,20,4,1,80,0,13,3,4,9,7,1,7
52,0,771,Cardiology,2,4,Life Sciences,1,1,Male,79,2,5,Administrative,3,Single,19068,1,Yes,18,3,4,80,0,33,2,4,33,7,15,12
32,0,1401,Cardiology,4,2,Life Sciences,1,3,Female,56,3,1,Other,2,Married,3931,2,No,11,3,1,80,1,6,5,3,4,3,1,2
32,1,515,Maternity,1,3,Life Sciences,1,4,Male,62,2,1,Nurse,3,Single,3730,0,Yes,14,3,4,80,0,4,2,1,3,2,1,2
39,0,1431,Maternity,1,4,Medical,1,3,Female,96,3,1,Nurse,3,Divorced,2232,7,No,14,3,3,80,3,7,1,3,3,2,1,2
32,0,976,Cardiology,26,4,Marketing,1,3,Male,100,3,2,Nurse,4,Married,4465,0,No,18,3,1,80,0,4,2,3,3,2,2,2
41,0,1411,Maternity,19,2,Life Sciences,1,3,Male,36,3,2,Other,1,Divorced,3072,2,No,16,3,1,80,2,17,2,2,1,0,0,0
40,0,1300,Maternity,24,2,Technical Degree,1,1,Male,62,3,2,Other,4,Divorced,3319,1,No,17,3,1,80,2,9,3,3,9,8,4,7
45,0,252,Neurology,1,3,Other,1,3,Male,70,4,5,Other,4,Married,19202,0,No,11,3,3,80,1,25,2,3,24,0,1,7
31,0,1327,Neurology,3,4,Medical,1,2,Male,73,3,3,Other,3,Divorced,13675,9,No,12,3,1,80,1,9,3,3,2,2,2,2
33,0,832,Maternity,5,4,Life Sciences,1,3,Female,63,2,1,Other,4,Married,2911,1,No,13,3,3,80,1,2,2,2,2,2,0,2
34,0,470,Neurology,2,4,Life Sciences,1,4,Male,84,2,2,Therapist,1,Married,5957,6,No,13,3,2,80,1,13,3,3,11,9,5,9
37,0,1017,Maternity,1,2,Medical,1,3,Female,83,2,1,Other,1,Married,3920,2,No,14,3,1,80,1,17,2,2,3,1,0,2
45,0,1199,Neurology,7,4,Life Sciences,1,1,Male,77,4,2,Therapist,3,Married,6434,4,No,17,3,4,80,1,9,1,3,3,2,0,2
37,0,504,Maternity,10,3,Medical,1,1,Male,61,3,3,Therapist,3,Divorced,10048,6,No,11,3,2,80,2,17,5,3,1,0,0,0
39,0,505,Maternity,2,4,Technical Degree,1,3,Female,64,3,3,Nurse,3,Single,10938,0,No,25,4,4,80,0,20,1,3,19,6,11,8
29,0,665,Maternity,15,3,Life Sciences,1,3,Male,60,3,1,Other,4,Single,2340,1,No,19,3,1,80,0,6,1,3,6,5,1,5
42,0,916,Maternity,17,2,Life Sciences,1,4,Female,82,4,2,Other,1,Single,6545,3,Yes,13,3,3,80,0,10,1,3,3,2,0,2
29,0,1247,Cardiology,20,2,Marketing,1,4,Male,45,3,2,Nurse,4,Divorced,6931,2,No,14,3,4,80,1,10,2,3,3,2,0,2
25,0,685,Neurology,1,3,Life Sciences,1,1,Female,62,3,2,Therapist,3,Married,4898,0,No,12,3,4,80,2,5,3,3,4,2,1,2
42,0,269,Maternity,2,3,Medical,1,4,Female,56,2,1,Nurse,1,Divorced,2593,0,Yes,11,3,3,80,1,10,4,3,9,6,7,8
40,0,1416,Neurology,2,2,Medical,1,1,Male,49,3,5,Other,3,Divorced,19436,0,No,19,3,4,80,1,22,5,3,21,7,3,9
51,0,833,Maternity,1,3,Life Sciences,1,3,Male,96,3,1,Other,4,Married,2723,1,No,11,3,2,80,0,1,0,2,1,0,0,0
31,0,307,Maternity,29,2,Medical,1,3,Male,71,2,1,Nurse,2,Single,3479,0,No,11,3,2,80,0,6,2,4,5,4,1,4
32,0,1311,Maternity,7,3,Life Sciences,1,2,Male,100,4,1,Nurse,2,Married,2794,1,No,20,4,3,80,0,5,3,1,5,1,0,3
38,0,1327,Cardiology,2,2,Life Sciences,1,4,Male,39,2,2,Nurse,4,Married,5249,3,No,18,3,4,80,1,13,0,3,8,7,7,5
32,0,128,Maternity,2,1,Technical Degree,1,4,Male,84,2,2,Nurse,1,Single,2176,4,No,13,3,4,80,0,9,5,3,6,2,0,4
46,0,488,Cardiology,2,3,Technical Degree,1,3,Female,75,1,4,Administrative,2,Married,16872,3,Yes,12,3,2,80,1,28,2,2,7,7,7,7
28,1,529,Maternity,2,4,Life Sciences,1,1,Male,79,3,1,Nurse,3,Single,3485,2,No,11,3,3,80,0,5,5,1,0,0,0,0
29,0,1210,Cardiology,2,3,Medical,1,1,Male,78,2,2,Nurse,2,Married,6644,2,No,19,3,2,80,2,10,2,3,0,0,0,0
31,0,1463,Maternity,23,3,Medical,1,2,Male,64,2,2,Nurse,4,Married,5582,0,No,21,4,2,80,1,10,2,3,9,0,7,8
25,0,675,Maternity,5,2,Life Sciences,1,2,Male,85,4,2,Nurse,1,Divorced,4000,1,No,12,3,4,80,2,6,2,3,6,3,1,5
45,0,1385,Maternity,20,2,Medical,1,3,Male,79,3,4,Nurse,4,Married,13496,0,Yes,14,3,2,80,0,21,2,3,20,7,4,10
36,0,1403,Maternity,6,3,Life Sciences,1,4,Male,47,3,1,Nurse,4,Married,3210,0,No,11,3,3,80,1,16,4,3,15,13,10,11
55,0,452,Neurology,1,3,Medical,1,4,Male,81,3,5,Other,1,Single,19045,0,Yes,14,3,3,80,0,37,2,3,36,10,4,13
47,1,666,Neurology,29,4,Life Sciences,1,1,Male,88,3,3,Other,2,Married,11849,1,Yes,12,3,4,80,1,10,2,2,10,7,9,9
28,0,1158,Maternity,9,3,Medical,1,4,Male,94,3,1,Other,4,Married,2070,1,No,23,4,4,80,1,5,3,2,5,2,0,4
37,0,228,Cardiology,6,4,Medical,1,3,Male,98,3,2,Nurse,4,Married,6502,4,No,14,3,2,80,1,7,5,4,5,4,0,1
21,0,996,Maternity,3,2,Medical,1,4,Male,100,2,1,Other,3,Single,3230,1,No,17,3,1,80,0,3,4,4,3,2,1,0
37,0,728,Neurology,1,4,Medical,1,1,Female,80,3,3,Other,4,Divorced,13603,2,Yes,18,3,1,80,2,15,2,3,5,2,0,2
35,0,1315,Neurology,22,3,Life Sciences,1,2,Female,71,4,3,Other,2,Divorced,11996,7,No,18,3,2,80,1,10,6,2,7,7,6,2
38,0,322,Cardiology,7,2,Medical,1,1,Female,44,4,2,Nurse,1,Divorced,5605,1,Yes,24,4,3,80,1,8,3,3,8,0,7,7
26,0,1479,Neurology,1,3,Life Sciences,1,3,Female,84,3,2,Therapist,2,Divorced,6397,1,No,20,4,1,80,1,6,6,1,6,5,1,4
50,0,797,Neurology,4,1,Life Sciences,1,1,Male,96,3,5,Other,2,Divorced,19144,3,No,14,3,1,80,2,28,4,2,10,4,1,6
53,0,1070,Neurology,3,4,Medical,1,3,Male,45,3,4,Other,3,Married,17584,3,Yes,16,3,4,80,3,21,5,2,5,3,1,3
42,0,635,Cardiology,1,1,Life Sciences,1,2,Male,99,3,2,Nurse,3,Married,4907,1,No,25,4,3,80,0,20,3,3,20,16,11,6
29,0,442,Cardiology,2,2,Life Sciences,1,2,Male,44,3,2,Nurse,4,Single,4554,1,No,18,3,1,80,0,10,3,2,10,7,0,9
55,0,147,Maternity,20,2,Technical Degree,1,2,Male,37,3,2,Nurse,4,Married,5415,3,Yes,19,3,4,80,1,12,4,3,10,7,0,8
26,0,496,Maternity,11,2,Medical,1,1,Male,60,3,2,Nurse,1,Married,4741,1,Yes,13,3,3,80,1,5,3,3,5,3,3,3
37,0,1372,Maternity,1,3,Life Sciences,1,4,Female,42,3,1,Other,4,Single,2115,1,No,12,3,2,80,0,17,3,3,17,12,5,7
44,1,920,Maternity,24,3,Life Sciences,1,4,Male,43,3,1,Nurse,3,Divorced,3161,3,Yes,22,4,4,80,1,19,0,1,1,0,0,0
38,0,688,Maternity,23,4,Life Sciences,1,4,Male,82,3,2,Nurse,4,Divorced,5745,9,No,14,3,2,80,1,10,2,3,2,2,1,2
26,1,1449,Maternity,16,4,Medical,1,1,Male,45,3,1,Nurse,2,Divorced,2373,2,Yes,13,3,4,80,1,5,2,3,3,2,0,2
28,0,1117,Maternity,8,2,Life Sciences,1,4,Female,66,3,1,Other,4,Single,3310,1,No,21,4,4,80,0,5,3,3,5,3,0,2
49,0,636,Neurology,10,4,Life Sciences,1,3,Female,35,3,5,Other,1,Single,18665,9,Yes,11,3,4,80,0,22,4,3,3,2,1,2
36,0,506,Maternity,3,3,Technical Degree,1,3,Male,30,3,2,Other,2,Single,4485,4,No,12,3,4,80,0,10,2,3,8,0,7,7
31,0,444,Cardiology,5,3,Marketing,1,4,Female,84,3,1,Other,2,Divorced,2789,1,No,11,3,3,80,1,2,5,2,2,2,2,2
26,1,950,Cardiology,4,4,Marketing,1,4,Male,48,2,2,Nurse,4,Single,5828,1,Yes,12,3,2,80,0,8,0,3,8,7,7,4
37,0,889,Maternity,9,3,Medical,1,2,Male,53,3,1,Other,4,Married,2326,1,Yes,12,3,3,80,3,4,3,2,4,2,1,2
42,0,555,Cardiology,26,3,Marketing,1,3,Female,77,3,4,Nurse,2,Married,13525,5,No,14,3,4,80,1,23,2,4,20,4,4,8
18,0,230,Maternity,3,3,Life Sciences,1,3,Male,54,3,1,Nurse,3,Single,1420,1,No,13,3,3,80,0,0,2,3,0,0,0,0
35,0,1232,Cardiology,16,3,Marketing,1,3,Male,96,3,3,Nurse,2,Married,8020,0,No,15,3,3,80,2,12,3,2,11,9,6,9
36,0,566,Maternity,18,4,Life Sciences,1,3,Male,81,4,1,Nurse,4,Married,3688,4,No,18,3,4,80,2,4,2,3,1,0,0,0
51,0,1302,Neurology,2,3,Medical,1,4,Male,84,1,2,Therapist,2,Divorced,5482,5,No,18,3,4,80,1,13,3,3,4,1,1,2
41,0,334,Cardiology,2,4,Life Sciences,1,4,Male,88,3,4,Administrative,2,Single,16015,1,No,19,3,2,80,0,22,2,3,22,10,0,4
18,1,812,Cardiology,10,3,Medical,1,4,Female,69,2,1,Other,3,Single,1200,1,No,12,3,1,80,0,0,2,3,0,0,0,0
28,0,1476,Maternity,16,2,Medical,1,2,Male,68,4,2,Nurse,1,Single,5661,0,No,19,3,3,80,0,9,2,3,8,3,0,7
31,0,218,Cardiology,7,3,Technical Degree,1,2,Male,100,4,2,Nurse,4,Married,6929,4,No,11,3,2,80,1,10,3,2,8,7,7,7
39,0,1132,Maternity,1,3,Medical,1,3,Male,48,4,3,Nurse,4,Divorced,9613,0,No,17,3,1,80,3,19,5,2,18,10,3,7
36,0,1105,Maternity,24,4,Life Sciences,1,2,Female,47,3,2,Nurse,2,Married,5674,7,No,15,3,3,80,1,11,3,3,9,8,0,8
32,0,906,Cardiology,7,3,Life Sciences,1,4,Male,91,2,2,Nurse,3,Married,5484,1,No,14,3,3,80,1,13,3,2,13,8,4,8
38,0,849,Maternity,25,2,Life Sciences,1,1,Female,81,2,3,Administrative,2,Married,12061,3,No,17,3,3,80,1,19,2,3,10,8,0,1
58,0,390,Maternity,1,4,Life Sciences,1,4,Male,32,1,2,Nurse,3,Divorced,5660,2,Yes,13,3,4,80,1,12,2,3,5,3,1,2
31,0,691,Maternity,5,4,Technical Degree,1,3,Male,86,3,1,Other,4,Married,4821,0,Yes,12,3,3,80,1,6,4,3,5,2,0,3
31,0,106,Neurology,2,3,Human Resources,1,1,Male,62,2,2,Other,1,Married,6410,3,No,12,3,4,80,0,9,1,3,2,2,1,0
45,0,1249,Maternity,7,3,Life Sciences,1,1,Male,97,3,3,Nurse,1,Divorced,5210,1,No,18,3,1,80,1,24,2,3,24,9,9,11
31,0,192,Maternity,2,4,Life Sciences,1,3,Male,32,3,1,Other,4,Divorced,2695,0,Yes,18,3,2,80,1,3,2,1,2,2,2,2
33,0,553,Neurology,5,4,Life Sciences,1,4,Female,74,3,3,Other,2,Married,11878,6,No,11,3,2,80,2,12,2,3,10,6,8,8
39,0,117,Neurology,10,1,Medical,1,3,Male,99,3,4,Other,1,Married,17068,1,Yes,14,3,4,80,0,21,3,3,21,9,11,10
43,0,185,Maternity,10,4,Life Sciences,1,3,Female,33,3,1,Nurse,4,Single,2455,0,No,19,3,1,80,0,9,5,3,8,7,1,7
49,0,1091,Maternity,1,2,Technical Degree,1,3,Female,90,2,4,Nurse,3,Single,13964,7,Yes,12,3,4,80,0,25,2,3,7,1,0,7
52,0,723,Maternity,8,4,Medical,1,3,Male,85,2,2,Other,2,Married,4941,2,No,15,3,1,80,0,11,3,2,8,2,7,7
27,0,1220,Maternity,5,3,Life Sciences,1,3,Female,85,3,1,Other,2,Single,2478,1,Yes,12,3,2,80,0,4,2,2,4,3,1,2
32,0,588,Cardiology,8,2,Technical Degree,1,3,Female,65,2,2,Nurse,2,Married,5228,1,Yes,11,3,4,80,0,13,2,3,13,12,11,9
27,0,1377,Cardiology,2,3,Life Sciences,1,4,Male,74,3,2,Nurse,3,Single,4478,1,Yes,11,3,1,80,0,5,3,3,5,4,0,4
31,0,691,Cardiology,7,3,Marketing,1,4,Male,73,3,2,Nurse,4,Divorced,7547,4,No,12,3,4,80,3,13,3,3,7,7,1,7
32,0,1018,Maternity,2,4,Medical,1,1,Female,74,4,2,Other,4,Single,5055,7,No,16,3,3,80,0,10,0,2,7,7,0,7
28,1,1157,Maternity,2,4,Medical,1,1,Male,84,1,1,Other,4,Married,3464,5,Yes,13,3,4,80,0,5,4,2,3,2,2,2
30,0,1275,Maternity,28,2,Medical,1,4,Female,64,3,2,Other,4,Married,5775,1,No,13,3,4,80,2,11,2,3,10,8,1,9
31,0,798,Neurology,7,2,Life Sciences,1,3,Female,48,2,3,Therapist,3,Married,8943,1,No,24,4,1,80,1,10,2,3,10,9,8,9
39,0,672,Neurology,7,2,Medical,1,3,Male,54,2,5,Other,4,Married,19272,1,No,15,3,1,80,1,21,2,3,21,9,13,3
39,1,1162,Cardiology,3,2,Medical,1,4,Female,41,3,2,Nurse,3,Married,5238,4,Yes,18,3,1,80,0,12,3,2,1,0,0,0
33,0,508,Cardiology,10,3,Marketing,1,2,Male,46,2,2,Nurse,4,Single,4682,3,No,14,3,3,80,0,9,6,2,7,7,0,1
47,0,1482,Maternity,5,5,Life Sciences,1,4,Male,42,3,5,Administrative,3,Married,18300,4,No,11,3,2,80,1,21,2,3,3,2,1,1
43,0,559,Maternity,10,4,Life Sciences,1,3,Female,82,2,2,Nurse,3,Divorced,5257,1,No,11,3,2,80,1,9,3,4,9,7,0,0
27,0,210,Cardiology,1,1,Marketing,1,3,Male,73,3,2,Nurse,2,Married,6349,0,Yes,13,3,4,80,1,6,0,3,5,4,1,4
54,0,928,Maternity,20,4,Life Sciences,1,4,Female,31,3,2,Other,3,Single,4869,3,No,12,3,4,80,0,20,4,2,4,3,0,3
43,0,1001,Maternity,7,3,Life Sciences,1,3,Female,43,3,3,Nurse,1,Married,9985,8,No,16,3,1,80,1,10,1,2,1,0,0,0
45,0,549,Maternity,8,4,Other,1,4,Male,75,3,2,Other,4,Married,3697,9,No,14,3,1,80,2,12,3,3,10,9,9,8
40,0,1124,Cardiology,1,2,Medical,1,2,Male,57,1,2,Nurse,4,Married,7457,2,Yes,22,4,3,80,3,6,2,2,4,3,0,2
29,1,318,Maternity,8,4,Other,1,2,Male,77,1,1,Nurse,1,Married,2119,1,Yes,11,3,4,80,0,7,4,2,7,7,0,7
29,0,738,Maternity,9,5,Other,1,2,Male,30,2,1,Nurse,4,Single,3983,0,No,17,3,3,80,0,4,2,3,3,2,2,2
30,0,570,Cardiology,5,3,Marketing,1,4,Female,30,2,2,Nurse,3,Divorced,6118,1,No,13,3,3,80,3,10,2,3,10,9,1,2
27,0,1130,Cardiology,8,4,Marketing,1,2,Female,56,3,2,Nurse,2,Married,6214,1,No,18,3,1,80,1,8,3,3,8,7,0,7
37,0,1192,Neurology,5,2,Medical,1,4,Male,61,3,2,Therapist,4,Divorced,6347,7,No,16,3,3,80,2,8,2,2,6,2,0,4
38,0,343,Maternity,15,2,Life Sciences,1,3,Male,92,2,3,Administrative,4,Divorced,11510,0,Yes,14,3,2,80,1,12,3,3,11,10,2,9
31,0,1232,Neurology,7,4,Medical,1,3,Female,39,3,3,Therapist,4,Single,7143,1,Yes,14,3,3,80,0,11,2,2,11,9,4,10
29,0,144,Cardiology,10,1,Marketing,1,4,Female,39,2,2,Nurse,2,Divorced,8268,1,Yes,14,3,1,80,2,7,2,3,7,7,1,7
35,0,1296,Neurology,5,4,Technical Degree,1,3,Male,62,3,3,Therapist,2,Single,8095,0,No,13,3,4,80,0,17,5,3,16,6,0,13
23,0,1309,Maternity,26,1,Life Sciences,1,3,Male,83,3,1,Other,4,Divorced,2904,1,No,12,3,3,80,2,4,2,2,4,2,0,2
41,0,483,Neurology,6,3,Medical,1,4,Male,95,2,2,Therapist,2,Single,6032,6,Yes,15,3,4,80,0,8,3,3,5,4,1,2
47,0,1309,Cardiology,4,1,Medical,1,2,Male,99,3,2,Other,3,Single,2976,3,No,19,3,1,80,0,5,3,3,0,0,0,0
42,0,810,Maternity,23,5,Life Sciences,1,1,Female,44,3,4,Administrative,4,Single,15992,2,No,14,3,2,80,0,16,2,3,1,0,0,0
29,0,746,Cardiology,2,3,Life Sciences,1,4,Male,61,3,2,Nurse,3,Married,4649,1,No,14,3,1,80,1,4,3,2,4,3,0,2
42,0,544,Neurology,2,1,Technical Degree,1,3,Male,52,3,1,Other,3,Divorced,2696,0,Yes,11,3,3,80,1,4,5,3,3,2,1,0
32,0,1062,Maternity,2,3,Medical,1,3,Female,75,3,1,Nurse,2,Married,2370,1,No,13,3,3,80,1,8,4,3,8,0,0,7
48,0,530,Cardiology,29,1,Medical,1,1,Female,91,3,3,Administrative,3,Married,12504,3,No,21,4,2,80,1,15,3,1,0,0,0,0
37,0,1319,Maternity,6,3,Medical,1,3,Male,51,4,2,Other,1,Divorced,5974,4,Yes,13,3,1,80,2,13,2,3,7,7,6,7
30,1,641,Cardiology,25,2,Technical Degree,1,4,Female,85,3,2,Nurse,3,Married,4736,7,Yes,12,3,2,80,1,4,2,4,2,2,2,2
26,0,933,Cardiology,1,3,Life Sciences,1,3,Male,57,3,2,Nurse,3,Married,5296,1,No,17,3,2,80,1,8,3,3,8,7,7,7
42,0,1332,Maternity,2,4,Other,1,1,Male,98,2,2,Nurse,4,Single,6781,3,No,23,4,2,80,0,14,6,3,1,0,0,0
21,1,756,Cardiology,1,1,Technical Degree,1,1,Female,99,2,1,Other,2,Single,2174,1,Yes,11,3,3,80,0,3,3,3,3,2,1,2
36,0,845,Cardiology,1,5,Medical,1,4,Female,45,3,2,Nurse,4,Single,6653,4,No,15,3,2,80,0,7,6,3,1,0,0,0
36,0,541,Cardiology,3,4,Medical,1,1,Male,48,2,3,Nurse,4,Married,9699,4,No,11,3,1,80,1,16,2,3,13,9,1,12
